creded,debitF,meanpay,billnum,debitM,zhongxingM,sidaM,xindaiR,cardnum,xindaiF,maxpay,zhuanzhangF,gongjiaoF,zhuanzhangR,age,gongjiaoR,sidaF,sidaR,zhongxingF,zhongxingR,xiaofeiF,jinkaF,zhuanzhangM,gongjiaoM,youxiM,xindaiS,black
0.03,108,459765,99,434936.43,70064,561996,292.86,7,2,426996.82,14,2,238.98,26,365,6,48.02,14,254.01,1,15,154224.18,2445.28,34.18,194710.96,0
0.06,47,23913,2,150137.28,442755,49411,21.65,1,0,103809.55,48,2,97.37,32,352.71,52,31.49,9,115.99,0,7,1219670.53,644.02,53.66,212476.57,0
0.01,35,33712,184,1072.72,3386,28382,118.63,6,6,546650.66,31,0,331.49,28,364.98,41,204.02,3,164.9,2,21,34690.73,947.38,1015.26,51059.76,0
0.06,64,7945,121,209290.78,246126,828970,196.82,12,5,2956234.59,41,0,281.21,24,293.84,32,40.79,1,365,5,2,841777.07,712.15,31.18,28784.46,1
0.31,117,49682,212,377178.62,2908,553705,75.4,7,4,1131064.44,3,4,249.08,24,297.63,52,10.41,17,243.19,1,3,431465.17,1575.57,70.16,253411.22,0
0.22,40,336020,10,313107.79,425260,406401,191.88,4,12,1491976.67,1,3,253.23,37,365,35,92.67,3,251.09,2,0,384699.34,225.66,123.39,193040.32,1
0.02,41,518917,49,324151.44,187266,464298,14.48,9,4,45104.09,52,0,67.2,28,237.01,22,275.93,1,365,0,13,338819.05,225.94,371.72,10251.33,0
0.06,100,1566,80,525256.02,22533,381195,18.87,18,3,698057.73,36,0,170.27,33,360.6,1,26.29,1,222.15,5,1,59002.62,10101.15,44.95,171682.69,1
0.08,31,67590,4,917940,7837,870362,51.66,9,0,1116665.21,1,0,209.93,30,365,46,293.38,1,365,0,2,712341.07,10495.83,11.77,192176.09,0
0.02,40,468459,14,96253.31,277245,219771,217.79,13,0,2800161.64,9,1,237.94,24,365,80,279.9,2,237.48,3,1,416210.98,606.52,34.49,28267.53,0
0.07,38,115856,166,440629.39,129395,129501,365,8,5,2182455.29,41,1,308.54,32,351.41,57,166.66,7,365,8,1,26170.78,5964.45,258.48,217624.08,1
0.04,60,28316,78,15824.94,104768,48404,157.39,6,3,4614132.12,16,0,18.6,32,365,1,64.72,1,275.19,1,0,151662.08,2467.89,256.02,2647.05,0
0.53,12,10295,157,202034.88,21470,43596,32.84,4,1,2020088.9,55,0,221.73,30,327.32,1,73.37,0,35.43,5,3,271480.91,1077.64,96.15,77327.51,0
0.16,1,4522,15,9750.59,134881,597979,89.12,16,7,148060.19,2,5,228.24,28,365,8,112.12,1,223.87,9,0,14096.57,6916.33,163.49,77519.68,1
0.21,44,83242,11,841151.31,6144,368033,61.99,9,5,1727381.23,1,2,324.31,30,318.27,0,291.53,16,365,4,2,416637.81,1209.86,441.58,91274.55,0
0.01,5,5889,95,430211.21,36077,17896,222.71,7,2,2053614.21,7,1,326.55,29,324.72,18,340.75,33,202.74,4,1,756355.53,515.68,411.44,9689.36,1
0.15,0,208948,133,814986.24,25621,104847,114.36,8,5,1602419.58,1,0,82.05,33,300.03,4,173.88,1,42.38,3,3,141773.1,15768.83,11.59,205715.99,0
0.16,5,526935,109,697307.59,15839,389682,116.29,11,3,93769.18,56,0,36.32,26,360.78,34,236.19,1,188.05,1,25,563444.62,23022.93,17.2,7447.76,0
0.18,19,364030,20,14283.99,397266,248842,80.18,9,2,129312.69,1,0,246.1,32,365,98,287.72,1,153.72,10,1,16425.49,18454.05,31.48,94899.69,1
0.14,46,590866,13,36263.34,4461,494840,22.66,8,12,1496617.37,1,0,378.24,32,348.82,53,69.2,7,309.66,0,1,353693.5,10413.2,340.01,61255.76,0
0.5,2,20922,51,171043.01,2687,64161,121.14,3,10,1773254.03,2,0,300.21,34,365,1,213.92,31,365,1,32,18156.09,18846.28,1139.5,5993.46,1
0.01,4,237618,99,166761.45,205950,154065,365,10,6,2837549.17,23,1,40.38,20,365,2,47.72,14,75.9,1,11,62393.03,2458.87,351.35,3640.91,0
0.21,24,38069,5,185623.83,196514,131218,119.09,7,6,2440472.6,44,0,299.92,22,365,33,80.72,2,288.03,0,4,481479.9,299.94,75.89,16333.75,0
0.21,32,740350,62,246547.65,21544,55452,236.02,5,7,92898.16,54,0,352.2,38,315.83,7,22.2,9,329.1,0,11,9079.61,919.12,6.32,8192.58,0
0,105,37701,217,443178.57,151247,109163,44.61,2,2,1037138.4,21,1,87.27,33,365,1,42.51,31,99.83,1,15,670341.7,13741.65,1371.69,112959.67,0
0.11,12,4466,12,271478.96,18844,367103,33.22,2,4,1922573.97,18,0,366.21,30,351.59,33,13.11,9,291.81,0,11,22200.54,13525.97,26.05,10459.71,0
0.01,0,575,145,377028.74,41059,451998,18.01,8,7,1850694.92,13,2,269.74,22,365,29,281.57,2,320.91,1,8,46016.59,2685.81,4.89,117306.5,1
0.02,55,186962,56,9225.41,218541,2763,365,11,3,2722251.02,0,2,260.1,21,365,0,327.42,7,104.56,2,8,433370.71,211.72,1.24,176201.85,1
0.01,5,334310,83,242376.17,314764,31752,35.12,9,11,1037637.8,1,0,313.58,33,365,64,306.04,1,365,1,2,18002.44,640.99,31.46,10536.1,1
0.35,4,464993,94,557473.72,372933,129335,182.29,4,0,1158886.72,42,0,610.8,35,365,71,177.04,10,110.7,1,2,281987.35,11826.5,0.89,1044.61,1
0.04,16,402710,70,440873.92,18029,247765,9.22,2,8,1242144.46,48,0,200.84,30,365,2,169.62,1,245.69,0,1,28011.77,2188.07,23.59,34069.09,0
0.22,54,101197,14,2935.08,25947,82043,172.74,8,1,2113933.16,59,4,422.8,21,365,49,27.08,5,317.94,9,13,262292.47,954.02,692.79,60498.71,1
0.05,43,82017,89,427942.49,97703,227900,212.49,11,6,3304090.87,34,0,318.87,41,353.69,54,7.99,1,161.75,2,1,71639.53,3791.19,34.29,80486.93,1
0.5,2,195722,133,914670.01,60667,560212,253.08,17,3,3480120.41,35,0,34.92,33,365,35,54.11,16,292.52,0,1,603471.91,5104.64,19.1,129257.52,0
0.15,44,591859,26,45695.55,196580,91368,180.91,10,5,2423686.44,17,0,248.55,25,303.88,27,13.34,1,365,0,19,2475.88,376.13,22.63,368790.36,0
0.54,1,526368,212,541164.81,409531,380690,198.85,7,6,53036.35,3,1,186.31,25,365,5,27.21,0,157.41,2,7,83685.24,1184.05,76.64,9274.88,1
0.13,68,296373,6,64873.9,32624,450359,37.85,9,3,2223948.53,2,0,204,32,335.54,1,10.78,0,81.57,0,2,166594.36,9649.97,33.8,166522.71,0
0.39,44,636140,16,317652,29523,338065,38.6,8,7,2392551.23,79,0,242.34,30,350.16,15,178.96,14,73.89,5,10,442580.35,22383.33,31.45,3620.45,0
0.12,98,278565,6,737891.63,295223,64215,305.89,6,6,857847.46,17,2,205.17,27,316.59,3,272.43,23,94.67,0,18,232868.83,206.11,57.67,166457.58,1
0.17,29,397170,63,219536.96,127246,543838,176.55,10,15,1815848.86,18,0,129.86,32,365,43,78.41,2,365,0,14,87463.06,10771.68,230.52,257713.71,1
0.05,45,430190,14,594541.75,5525,120969,365,0,6,1992195.54,27,0,237.55,31,338.11,13,103.88,0,61.78,4,25,59313.59,22225.76,314.91,155476.61,0
0.12,72,25819,114,512227.35,126039,403051,190.61,7,5,2417681.34,1,4,345.13,32,365,15,306.84,2,223.6,0,11,215682.71,1462.29,27.98,26739.08,0
0.24,25,921225,4,3275.12,24139,294727,12.76,7,5,368955.94,29,2,259.48,25,206.32,1,70.48,4,225.72,6,1,69115.44,2018.3,212.68,116408.32,0
0.2,102,23978,19,396889.91,86929,38371,114.81,11,6,152158.48,10,0,241.88,31,340.97,22,22.28,1,132.79,3,1,25627.8,233.62,223.22,28153.97,0
0,43,69671,99,69143.63,15475,543757,365,13,11,142798.94,3,0,251.82,26,364.79,43,58.48,6,304.88,4,8,16425.23,1218.17,48.35,253657.53,1
0.34,2,706103,82,865189.97,122560,785651,365,3,1,695169.54,2,0,179.7,31,365,4,27.86,1,365,8,2,1766.5,19026.73,245.67,196990.01,0
0.04,4,562895,23,352992.73,208768,236014,35.68,5,0,203403.88,4,4,269.46,35,333.14,31,208.7,25,365,0,4,401444.17,2111.48,6.32,201326.96,0
0.29,97,148442,5,577596.67,28026,385186,29.28,9,2,1935391.49,43,1,151.07,26,365,28,61.57,0,179.23,0,0,37991.08,3155.3,26.99,11887.9,0
0.08,103,26336,72,27323.62,10094,357212,91.33,2,1,846378.11,32,2,583.01,39,365,2,37.33,0,36.46,0,8,21770.89,29348.95,66.13,106136.38,1
0.11,101,29224,271,113695.58,155937,153402,277.96,2,2,76820.39,36,0,241.35,32,365,2,7.24,12,37.9,6,12,503459.71,7012.07,60.23,260062.38,0
0.2,31,261465,67,135749.27,419465,306294,129.09,1,4,307598.07,38,0,338.16,35,365,28,248.38,5,365,10,1,14776.12,392.69,91.7,184515.78,1
0.02,6,238630,12,277925.64,451133,184011,73.13,16,0,4847.68,1,1,416.03,31,357.41,1,83.86,10,115.68,4,27,38126.64,11767.62,250.71,8867.42,0
0.09,9,329939,89,33063.31,98285,157048,179.76,5,5,151770.31,72,3,220.07,31,365,20,289.21,15,289.09,0,1,339863.95,2623.18,374.01,186191.92,0
0.01,58,966603,209,313664.29,147689,141380,74.8,2,10,88975.75,1,0,249.45,32,365,70,23.37,16,365,0,18,74840.13,1363.48,192.91,147064.57,0
0.24,3,193334,12,885730.51,544170,13799,204.34,1,3,2118540.11,20,0,375.82,27,362.1,0,300.49,1,256.63,14,1,28827.28,22583.66,219.7,125288.49,0
0.17,31,375475,4,163190.76,376470,78834,301.52,7,5,2239004.97,6,0,261.46,23,365,34,116.46,3,226.5,1,2,2630.88,1374.32,11.66,160084.47,0
0.02,78,709000,6,28593.22,106646,228871,31.66,2,6,640506.67,5,1,425.92,19,343.11,26,156.28,6,365,7,1,273707.41,946.9,65.85,180704.16,0
0.04,2,658228,32,674985.2,37426,253002,258,11,0,1728421.92,56,0,426.57,23,355.25,33,119.86,0,365,10,0,646626.12,723.61,105.52,144599.7,0
0.01,68,540268,88,424071.59,3124,231317,24.36,1,5,32843.33,51,4,296.17,24,365,5,144.06,2,287.48,0,1,13795,2458.92,17.54,123888.6,0
0.01,84,286233,9,337335.71,25485,455883,27.72,2,5,3671455.24,2,2,39.85,34,365,2,239.87,0,291.4,0,3,667206.39,4065.44,631.18,15637.27,0
0.1,139,439509,102,135409.9,666960,862297,125.21,3,4,2047548.03,41,3,56.63,29,365,3,196.96,1,114.51,0,1,646241.09,12389.21,0.67,20705.14,0
0.04,9,25885,2,574051.47,18474,269175,263.54,11,10,2057235.84,40,0,69.3,30,284.09,41,279.53,1,32.26,0,1,38259.33,336.35,30.77,31010.49,1
0.48,3,216453,10,31319.45,166973,378419,22.39,11,1,1045527.26,68,2,365.15,33,359.54,3,197.76,34,111.53,0,1,831918.92,8255.22,11.62,84785.94,1
0.2,3,765326,36,326757.11,198968,187641,38.27,8,6,1327520.03,3,1,101.54,31,365,0,8.41,18,185.01,0,0,688936.49,9006.14,140.02,4998.26,0
0.01,9,257167,202,25184.81,119597,8226,13.76,4,1,1968486.44,9,1,343.08,34,331.82,0,303.47,1,365,0,4,391477.07,12726.33,34.63,47454.84,0
0.02,4,951970,53,8691.96,11376,412777,22.34,4,8,135735.94,35,0,60.79,25,365,47,164.55,2,170.68,6,7,14728.14,1889.68,5.83,83966.46,0
0.17,30,465408,109,186415.53,44940,447713,149.97,13,5,2197503.67,1,0,341.03,34,365,106,90.09,0,257.49,0,4,674211.51,17567.4,32.52,242097.71,0
0,5,5143,4,37046.81,111893,167486,234.99,7,0,2887295.87,3,1,49.98,32,365,30,365,1,309.42,2,14,15950.64,340.05,562.17,105814.33,1
0,45,508798,7,44612.5,81826,366234,171.18,10,3,3099710.14,7,0,188.26,24,365,0,16.61,9,323.82,0,16,291641.33,1546.17,14.54,21666.64,0
0.1,79,176358,33,23130.08,362922,55431,247.99,7,1,2230349.68,65,4,257.43,35,365,5,71.29,0,245.41,6,1,892682.81,799.61,692.87,1260.6,1
0.35,60,345780,102,302480.9,193739,11136,131,13,17,2116107.59,0,0,296.7,27,365,67,153.73,1,303.57,0,0,604919.89,1352.88,40.47,189237.46,0
0.44,13,144597,4,177180.03,2061,36327,78.57,5,4,1770255.52,3,2,217.34,32,365,39,56.86,1,319.37,2,19,15873.54,16918.14,2.74,41839.34,1
0.36,104,360014,234,99862.6,449957,661516,212.89,3,0,2398127.34,48,0,313.46,21,287.05,8,30.46,3,191.7,5,0,34307,2473.81,438.14,195578.4,0
0.4,2,62238,93,5799.17,48032,351422,168.61,8,7,1130205.14,1,0,323.12,35,363.06,24,240.45,2,365,3,15,59869.18,8163.97,562.63,319742.86,1
0,97,88528,84,10624.72,25709,147826,44.77,1,0,3365445.38,6,0,401.94,24,330.65,25,227.22,8,324.97,1,16,10620.83,1588.43,83.03,133223.12,0
0.33,5,510194,75,181933.12,21196,448929,360.97,3,10,314160.82,1,0,153.25,30,365,24,169.89,1,267.44,4,1,165458.68,13110.25,32.28,20391.16,0
0.11,78,9731,15,821745.68,389811,600203,36.76,4,1,2632322.75,1,3,12.53,29,358.06,2,38.28,13,365,0,3,133899.31,17122.55,723.55,4148.13,0
0.46,4,37561,9,297780.08,21611,400013,305.27,5,10,980603.15,4,3,205.42,33,365,57,94.03,11,325.38,1,5,195472.01,12968.44,81.47,280269.96,1
0.17,67,14851,98,301196.44,20006,25596,290.84,8,2,1929020.78,2,0,49.39,29,322.81,10,143.49,34,179.74,1,11,57998.15,1714.78,23.48,160217.76,0
0.24,19,22498,103,415713.56,8490,19329,93.53,3,2,566117.37,1,0,200.69,34,357.33,25,18.65,0,210.9,0,7,396207.96,10.66,528.48,19884.87,0
0.18,9,342101,53,34574.29,224388,224320,37.16,7,7,2536540.58,6,0,144.9,25,357.95,7,230.55,4,94.3,0,20,30555.51,1843.64,71.13,446282.51,0
0.26,65,76054,15,146744.38,43062,10267,280.23,6,2,1729988.07,74,4,118.29,31,332.38,8,130.33,18,365,0,9,151358.18,15616.24,21.69,376858.96,1
0.18,70,911181,253,85709.59,98747,253793,262.12,1,3,220797.63,30,2,435.16,28,365,28,165.64,2,357.47,0,1,736878.46,216.69,685.74,34015.18,0
0.01,30,308118,16,464264.02,30940,171592,182.98,6,6,2938563.29,7,5,73.86,26,315.87,18,257.16,1,365,0,2,498275.7,11057.81,9.51,235113.01,1
0.12,6,314498,15,9112.84,251187,736319,67.01,1,4,1560705.11,3,0,435.43,29,365,60,250.34,3,338.58,5,4,32350.84,12282.09,528.78,51700.07,0
0.69,79,284116,129,173542.24,15488,34298,6.4,11,2,2375680.88,5,2,142.62,26,365,42,172.78,2,66.46,1,0,48976.79,2703.11,8.32,163876.52,0
0.01,5,936,4,58433.84,254156,382133,143.69,1,7,50394.93,4,0,284.54,25,324,22,317.48,1,165.02,0,0,222406.3,11842.02,51.75,7059.92,1
0.2,48,499750,9,3931.68,62207,202116,112.91,10,2,2287975.78,9,0,174.02,31,282.78,11,34.34,16,259.18,2,1,36714.28,4997.83,34.8,272551.96,0
0.18,40,4611,5,461658.57,246586,952132,41.32,2,10,223364.54,28,1,134.96,35,365,2,25.54,2,365,1,13,13682.21,15642.24,904.64,82806.85,0
0.3,63,597010,35,191642,347939,721071,15.09,7,7,2663311.11,24,1,172.66,29,365,30,365,26,347.5,2,7,27943.68,842.29,95.2,619.17,0
0.01,15,276674,9,742137.2,20064,133758,142.76,9,11,71377.73,4,2,28.53,25,362.04,3,200.9,1,260.2,0,9,542052.15,7631.34,483.95,12819.88,1
0.03,78,434017,35,323582.44,12989,410480,84.66,6,6,4237915.71,13,0,44.42,27,362.14,4,136.96,0,117.17,0,6,524795.55,2142.06,62.26,1014.32,0
0.13,78,6870,79,9025.21,31817,238124,179.45,4,0,503416.43,41,1,385.78,33,362.75,0,112.44,14,309.15,0,12,125375.31,10515.83,7.13,15442.38,1
0,1,22162,85,308387.77,56039,7818,90.22,5,2,48210.31,45,1,606.13,22,306.41,51,54.22,2,362.31,9,1,41403.08,1055.42,697.55,137260.13,0
0.01,10,383005,150,124935.89,407823,73028,132.55,6,0,166993.83,64,0,165.42,41,346.79,5,156.23,0,353.02,5,0,148441.01,2258.33,19.38,20076.68,0
0.24,55,79290,4,190231.64,589155,561270,239.9,11,1,1303744.92,38,1,268.11,27,365,2,250.03,0,42.66,0,0,38518.22,810.13,223.35,21682.1,0
0.09,1,37216,107,704125.24,115590,84012,32.29,19,0,156808.45,16,0,275.42,38,343.72,1,52.62,18,99.02,0,7,169757.22,3770.08,64.83,4817.16,0
0.01,39,350748,7,1024474.54,361123,511275,38.78,1,3,2344959.78,2,2,308.27,27,330.77,1,142.05,0,248.83,3,22,421706.37,649.04,80.5,78.97,0
0.04,93,360168,251,168365.26,53657,73167,104.37,1,4,3052868.96,1,1,139.78,28,286.03,1,163.73,1,365,0,1,248113.35,230.28,2.36,71552.97,0
0.45,28,219216,1,759421.19,332490,1095759,134.65,2,0,934061,2,0,131.33,31,345.06,8,284.24,20,365,2,8,174878.1,454.91,425.86,99318.99,0
0.42,10,569647,14,536370.99,148058,21373,15.25,10,6,599361.41,16,0,22.24,25,363.54,39,26.89,1,365,9,0,853515.77,205.54,18.22,84177.14,0
0.01,22,19149,98,165048.11,45882,214615,116.87,2,2,181985.09,39,2,158.92,40,365,14,26.98,5,89.28,0,1,252052.58,384.62,432.32,192530.21,1
0.41,3,399787,1,386247.35,12828,634940,225.08,13,2,4635465.57,15,1,315.94,31,365,34,174.14,25,203.04,5,2,22853.39,1397.25,286.5,190618.09,1
0.22,72,7951,13,315992.69,363461,25962,132.64,8,3,1251162.51,63,0,306.73,27,343.08,7,80.1,14,167.08,0,13,51089.44,963.65,43.07,25704.64,0
0.28,4,45271,9,450265.35,71722,284167,365,9,1,1145353.77,1,2,275.89,31,365,4,292.71,17,139.99,0,6,287877.67,10612.57,198.41,122297.28,0
0.04,17,100397,12,328186.98,94139,389830,136.2,10,10,3061177.04,16,1,244.97,25,338.1,21,32.82,0,328.39,0,1,54055.39,812.74,671.76,260183.02,1
0.01,43,510490,11,14353.06,264112,211213,192.64,16,0,1083418.34,46,0,322.78,33,365,35,191.18,16,134.8,3,6,233478.14,333.19,32.58,39.82,1
0.37,8,1774,82,661690.95,306906,200358,59.51,4,4,569185.7,2,0,279.56,31,365,28,224.55,13,256.37,1,17,298407.25,9154.4,69.87,314942.48,0
0.02,9,27996,59,77082.01,14696,53105,220.2,9,2,487970.51,3,1,260.16,27,347.39,50,167.7,9,316.93,9,1,608217.86,751.05,7.52,10057.56,1
0.02,61,784695,155,116989.65,36348,14649,79.23,6,4,1116187.44,1,3,63.07,23,307.69,4,246,6,365,3,0,3145.25,206.56,242.6,249529.26,0
0.14,7,472411,122,664790.38,6861,606144,76.86,2,9,2642833.09,54,0,122.69,36,352.73,2,286.13,1,215.89,0,18,913029.57,155.12,37.28,90176.58,0
0.01,45,232573,6,360844.69,36434,20324,174.03,3,4,5379075.22,45,0,114.16,31,335.74,16,70.55,17,256.88,1,1,34887.67,255.71,235.72,157394.59,1
0.22,1,396536,78,107377.11,52062,602139,89.46,1,0,2002663.95,8,2,318.82,27,365,6,159.14,3,342.2,1,8,707606.02,12404.28,27.47,155661.86,0
0.37,94,281168,4,127244.6,90295,53692,153.06,4,3,2952718.44,45,0,254.63,33,334.72,82,201.97,2,23.15,0,1,258991.86,1266.17,15.37,83573.28,0
0.08,3,42157,25,778165.8,197268,218860,171.31,1,0,1818472.41,3,0,145.07,35,365,32,78.54,9,228.63,0,1,484077.09,1437.9,10.81,230286.52,0
0.03,15,131897,109,248304.98,25800,75089,140.92,2,9,2591653.67,16,3,309.46,25,332.65,1,211.17,0,365,6,0,641337.62,41.62,29.06,10873.98,0
0,0,80182,17,487287.02,619298,5452,136.39,8,6,550870.8,40,1,205.2,29,308.99,1,22.64,3,279.21,3,13,477618.56,1435.22,645.62,248419.95,0
0.02,3,72437,162,1503.18,292018,143984,20.71,5,7,202092.52,38,1,98.61,33,345.66,2,210.8,14,291.09,0,0,584401.18,738.86,76.56,206958.86,0
0.31,61,12330,54,518022.66,6955,166860,252.33,16,4,2643718.8,51,3,283.24,29,352.84,9,129.25,2,274.88,1,1,4979.4,4115.37,289.21,284750.58,0
0.31,3,126909,108,487105.28,61016,13730,196.2,9,8,229824.77,1,0,55.94,34,365,27,365,1,216.63,0,3,159839.25,2184.14,6.42,1237.89,0
0.16,92,301106,28,509078.73,15595,2311,163.35,2,7,4958415.27,1,0,326.79,29,331.17,41,246.84,1,259,2,8,530204.78,2443.83,435.84,84237.96,0
0.02,39,614111,136,321889.68,5321,511814,37.82,6,0,1706925.31,42,1,147.59,37,365,1,109.41,11,365,4,18,17990.15,1003,431.63,264985.5,0
0.07,48,431745,83,588528.93,40473,262032,130.17,7,1,345905.31,6,0,227.63,35,365,3,365,9,258.56,1,16,373057.09,12885.23,435.9,110950.62,0
0.23,6,279824,51,1079723.97,689437,336792,249.71,19,0,2232583.69,0,0,361.18,26,338.9,1,107.67,16,365,0,11,526320.02,13212.59,176.29,47335.46,0
0.26,50,111567,244,6985.23,79750,247893,254.53,8,3,1097124.76,1,3,351.19,28,365,3,205.67,9,365,0,0,282209.86,4341.01,142.34,243833.35,1
0.45,26,153706,97,9981.71,283840,97511,0.67,7,3,1817741.07,30,0,350.91,26,338.04,5,214.06,28,330.62,0,2,53444.83,147.31,792.04,6145.55,0
0.01,52,397049,9,367373.96,13451,497801,29.95,7,0,761577.87,4,0,230.16,34,293.5,57,23.95,4,247.88,0,0,103710.92,22521.94,68.74,130167.86,0
0.18,8,33280,35,398232.62,54396,292313,49.99,4,10,151470.89,19,0,553.88,25,345.21,15,60.54,18,331.1,0,3,433035.68,15829.49,691.64,6398.21,0
0.15,1,451942,59,24120.1,28180,6460,284.37,1,2,654084.05,25,0,312.39,26,365,1,42.52,1,365,3,0,73960.35,16074.39,127.11,17089.61,0
0.01,5,27828,132,209795.75,16766,385805,223.19,2,2,2285415.89,36,0,262.36,31,275.05,13,40.83,1,222.19,0,1,134066.78,62.05,444.65,372886.17,1
0.06,12,309316,52,282534.93,133315,380019,25.74,4,2,743246.15,32,1,237.3,29,351.24,2,162.27,0,365,0,5,608172.07,2441.8,101.28,129657.32,0
0.01,151,629583,4,307416.48,354850,207336,3.81,5,7,2298055.32,53,0,306.01,38,365,32,203.32,11,34.16,1,8,193146.48,1705.23,749.47,381148.78,1
0.02,49,124178,268,531064.89,71332,149126,95.15,7,14,1888862.54,40,1,251.77,28,359.1,6,287.98,7,190.77,0,1,817024.22,1958.49,298.06,186054.57,1
0.15,105,477212,8,425590.89,29010,505267,58.87,8,5,43000.01,28,0,110.64,33,340.54,11,84.97,1,365,3,9,23020.48,3733.53,180.06,252770.34,0
0.01,1,207096,13,321504.82,7512,474917,25.02,9,6,2083068.28,85,0,281.06,21,335.99,18,100.38,24,261.9,0,14,645960.72,60.59,25.32,238277.27,1
0.31,14,295973,103,226002.35,257800,72305,222.05,1,16,2297435.22,6,2,32.98,37,365,39,219.45,26,184.78,0,8,37493.33,450.39,94.15,77556.2,1
0.4,69,294138,4,282934.85,4583,45306,47.35,2,6,26796.94,51,3,173.67,34,365,0,177.66,5,173.82,2,1,292504.66,750.7,0.1,29423.86,0
0.35,86,135385,2,100420.36,694924,41040,30.74,0,3,134871.92,9,2,133.39,29,308.13,22,22.43,11,127.52,0,1,19814.11,22927.95,43.53,154952.65,0
0.28,3,16301,0,24593.48,33463,717982,176.9,1,9,22745.73,14,0,314.53,28,315.93,12,145.32,3,271.7,1,5,297191.37,27407.25,5.75,5872.64,0
0.15,21,322430,209,464744.58,309075,243924,49.9,13,6,816481.27,1,0,193.19,27,351.12,7,219.2,27,34.07,1,4,96191.58,1469.2,81.26,78439.94,0
0.13,123,482398,113,299793.85,599856,225098,62.5,2,0,3834079.34,6,0,108.56,24,365,3,23.63,22,157.17,0,1,57793.82,2468.24,154.36,267220.15,0
0.08,3,262082,10,804367.04,4219,17169,27.46,2,10,320524.48,31,0,191.43,20,310.82,60,140.97,4,125.84,5,12,120884.58,2180.9,52.6,338214.86,1
0.02,55,6381,116,924349.12,11083,33077,153.6,7,1,122572.01,53,0,175.21,31,347.52,15,132.82,0,40.1,5,10,692395.9,11527.67,44.22,245609.57,0
0.14,44,694655,6,123228.36,29909,956889,259.17,9,6,809095.55,21,1,257.21,23,316,56,23.2,11,203.05,5,7,34860.67,15062.06,241.66,26770.13,0
0.25,2,222134,100,32018.12,87562,587999,237.6,10,0,1411531.1,4,3,323.66,25,357.46,3,147.78,2,19.31,2,1,15883.19,520.4,44.42,59864.72,0
0.04,65,171381,156,732586.92,247961,154507,139.98,9,2,153590.47,1,0,240.39,38,365,3,34.52,0,365,0,7,773834.47,267.55,990.35,107293.47,0
0.05,4,316270,1,304789.55,20371,37751,35.3,13,5,110683.95,6,0,288.1,20,346.59,53,6.57,9,229.89,0,10,595683.66,8604.51,1124.33,111658.3,1
0.03,30,614020,13,515513.81,41510,120498,46.95,4,5,116641.15,31,0,489.17,37,365,6,92.44,1,365,0,2,510817.77,14157.72,97.53,133077.86,0
0.16,47,522747,26,234173,14209,93274,232.99,4,12,509976.75,36,0,281.08,28,365,48,117.08,1,122.29,0,19,257019.45,226.98,25.91,283175.98,0
0.03,87,386025,107,401152.92,411776,31581,102.86,4,5,873098.85,5,1,491.72,22,365,10,294.28,1,262.08,7,1,336468.31,3878.38,28.83,13659.21,0
0.29,23,7168,67,148573.48,100754,289739,117.17,2,8,1575892.48,58,0,215.95,25,365,3,78.27,12,365,1,3,33284.71,1078.45,23.67,144412.52,0
0.01,68,299739,90,32158.2,184705,258300,141.24,1,0,904157.21,1,3,61.71,27,365,11,35,1,300.92,0,6,673559.38,195.05,42.08,87679.73,0
0.35,1,285329,10,456299.57,139674,240396,179.27,12,4,28720.28,32,1,198.52,25,365,19,365,1,28.36,8,1,3475.4,319.48,5.51,236306.7,1
0,4,17665,14,269924.73,41200,31488,63.02,5,5,1069831.75,9,1,216.66,26,332.85,44,141.55,20,263.65,0,2,297259.22,11624.44,13.33,13084.01,0
0.34,47,7148,11,520570.52,189066,704673,154.87,3,4,2657751.76,37,0,44.87,27,352.08,5,7.59,0,197.86,5,1,130316.26,3754.12,43.66,196846.53,0
0.03,17,33615,176,94093.11,25016,137262,299.87,1,8,1533716.79,8,1,219.11,36,365,1,211.22,2,349.05,0,23,75288.66,1336.14,32.93,222614.88,1
0.23,63,470638,10,158465.93,22780,465769,111.68,1,0,1424740.01,50,0,249.49,31,298.12,34,25.13,0,293.11,2,9,527665.43,1774.39,31.77,154713.33,0
0.16,7,183470,103,25612.27,96894,380419,342.26,4,1,3144181.52,41,3,102.61,35,365,6,181.91,1,355.13,0,10,31160.15,449.56,456.26,70444.08,1
0.08,0,496469,13,133743.67,369301,304717,102.33,8,8,2271035.03,19,1,63.55,33,365,5,88.17,1,28.37,4,2,193335.94,1383.5,36.43,1776.89,1
0.4,43,417352,37,938103.24,238749,40208,244.91,1,6,657657.44,42,0,379.68,26,365,73,37.59,9,200.86,0,0,782457.55,1366.97,704.02,20491.01,0
0.14,81,680556,11,317859.07,22977,22619,25.31,4,5,1514157.63,27,0,537.54,32,365,42,201.44,14,264.09,1,6,447532.2,2789.96,41.98,12815.57,0
0.19,56,788736,68,458051.91,47646,316491,237.61,13,10,1441010.27,2,0,29.51,31,321.07,2,30.07,17,351.56,0,1,933273.75,296.42,325.57,27960.13,0
0.07,3,9704,147,595234.53,417168,1085260,30.35,9,2,144969.79,28,4,111.42,29,345.97,5,152.87,8,217.64,8,1,24641.54,7375.83,99.26,103424.9,0
